componente,frase,grupo_num,peso_semantico,lineas_disponibles,año,semestre,municipio,vereda,participantes,grupo,lineas_inversion
social,Hay mas hombres que mujeres,0,0.551,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Bodega,1,Grupo A,Fortalecimiento comunitario
social,Hay mas adultos mayores,0,0.57,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Bodega,1,Grupo A,Fortalecimiento comunitario
social,Hay igual cantidad de niños y niñas,0,0.665,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Bodega,1,Grupo A,Agua y territorio
social,No tenemos cancha ni parque y esto ocasiona problemas de union y participacion entre la comunidad y trabajo en equipo,2,0.747,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Bodega,1,Grupo C,Fortalecimiento comunitario
social,"No tenemos expresiones culturales, ni arte, ni deporte, ni recreacion",2,0.667,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Bodega,1,Grupo C,Fortalecimiento comunitario
social,"No contamos con acueducto, nos beneficiamos del acueducto de la vereda hojas anchas",2,0.612,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Bodega,1,Grupo C,Agua y territorio
social,Las vias en general estan en mal estado dificultando la conexion,5,0.767,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Bodega,1,Grupo F,Infraestructura comunitaria
social,Hay puntos identificados con problemas de contaminacion por basura,5,0.776,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Bodega,1,Grupo F,Agua y territorio
social,No tenemos sitios considerados inseguros,2,0.657,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Bodega,1,Grupo C,Fortalecimiento comunitario
social,Tenemos institucion educativa con una disminucion considerable de estudiantes,0,0.479,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Bodega,1,Grupo A,Educación y competitividad
social,Contamos con caseta comunal en buen estado y la comunidad se reune alli,0,0.766,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Quinta,4,Grupo A,"Infraestructura comunitaria, Fortalecimiento comunitario"
social,Hay puesto de salud inhabilitado por mal estado,2,0.578,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Quinta,4,Grupo C,Infraestructura comunitaria
social,Contamos con acueducto comunitario compartido entre la vereda la Quinta y la Amalia,0,0.685,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Quinta,4,Grupo A,Agua y territorio
social,Las expresiones religiosas presentes en la vereda se dividen 90% catolicos y 10% adventista,3,0.881,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Quinta,4,Grupo D,Fortalecimiento comunitario
social,Tenemos capilla,0,0.683,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Quinta,4,Grupo A,Fortalecimiento comunitario
social,"En la vereda hay 152 casas con aproximadamente 304 personas, 65 niños y mas hombres que mujeres",0,0.737,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Quinta,4,Grupo A,Desarrollo rural
social,"Contamos con institucion educativa con primaria y secundaria, van niños a estudiar de otras veredas",0,0.682,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Quinta,4,Grupo A,Educación y competitividad
social,"Tenemos cancha de futbol en buen estado, de microfutbol en mal estado y parque infantil en mal estado",5,0.64,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Quinta,4,Grupo F,Infraestructura comunitaria
social,Las vias estan en estado regular,5,0.557,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Quinta,4,Grupo F,Infraestructura comunitaria
social,"Contamos con servicio publico de agua, energia y aseo",4,0.964,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Quinta,4,Grupo E,Agua y territorio
social,Algunas casas cuentan con pozo septico,1,0.898,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Quinta,4,Grupo B,Agua y territorio
social,La conexion a internet es por medio de datos moviles,5,0.547,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Quinta,4,Grupo F,Desarrollo rural
ambiental,"Contamos con dos nacimiento en la vereda rincon santo, este ha disminuido su caudal se temporada de invierno o verano",1,0.703,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Guayabales,3,Grupo B,"Agua y territorio, Desarrollo rural"
ambiental,"En Guacamayales, los nacimientos se encuentran en buen estado",1,0.491,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Guayabales,3,Grupo B,Agua y territorio
ambiental,En invierno se presentan deslizamientos,1,0.596,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Guayabales,3,Grupo B,Agua y territorio
ambiental,Cuando se presentan desastres naturales le avisamos a Collective para que nos ayude,0,0.915,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Guayabales,3,Grupo A,Fortalecimiento comunitario
ambiental,No se presentan riesgo de deslizamientos ni incendios,1,0.577,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Buenavista,1,Grupo B,Agua y territorio
ambiental,"Existe el nacimiento de los hermanos dias para su propio beneficio, esta en buen estado",1,0.369,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Buenavista,1,Grupo B,Agua y territorio
ambiental,Tenemos el nacimiento la florida que esta en buen estado y se benefica toda la comunidad,1,0.529,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Guadualejo,2,Grupo B,Agua y territorio
ambiental,Se presentan deslizamientos en el sector de los molinos por temporada de lluvias,1,0.716,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Guadualejo,2,Grupo B,Agua y territorio
ambiental,Los nacimientos y quebradas de la vereda estan en buen estado,1,0.626,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Alto San Francisco,2,Grupo B,Agua y territorio
ambiental,Se hace reforestacion cerca a los nacimientos,1,0.652,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Alto San Francisco,2,Grupo B,"Agua y territorio, Desarrollo rural"
ambiental,"En la vereda nos organizamos para botar derrumbes, limpiar y organizar zanjas de la via",1,0.594,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Alto San Francisco,2,Grupo B,Fortalecimiento comunitario
ambiental,Se presentan deslizamientos en 2 sectores cerca a las carreteras,1,0.716,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Alto San Francisco,2,Grupo B,Agua y territorio
ambiental,Contamos con dos areas de reservas,1,0.628,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Alto San Francisco,2,Grupo B,Agua y territorio
ambiental,En la via se presentan deslizamientos y quemas,1,0.713,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Bajo San Francisco,3,Grupo B,Agua y territorio
ambiental,La quebrada rapao se encuentra contaminada por basuras y aguas negras,1,0.6,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Bajo San Francisco,3,Grupo B,Agua y territorio
ambiental,Las comunidad se reune cuando hay desastres naturales para ayudar,0,0.949,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Bajo San Francisco,3,Grupo A,Fortalecimiento comunitario
ambiental,Tenemos 48 nacimientos con aguas muy limpias y protegidos por plantas,1,0.53,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Amalia,2,Grupo B,"Agua y territorio, Desarrollo rural"
ambiental,Tenemos 3 areas  protegidas una es la cascada en la finca la esperanza,1,0.715,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Amalia,2,Grupo B,Agua y territorio
ambiental,"Las reservas estan en la parte alta y estan contaminadas por ganado, y fumigaciones",1,0.683,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Amalia,2,Grupo B,"Agua y territorio, Desarrollo rural"
ambiental,"Hay sitios identificados con deslizamientos, sequia y contaminacion",1,0.831,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Amalia,2,Grupo B,Agua y territorio
ambiental,"Hay 28 familias afectadas por deslizamientos de las quebradas san polo, la amalia y cascajero",1,0.524,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Amalia,2,Grupo B,Agua y territorio
ambiental,Cuando ocurren desastres naturales la comunidad se une para ayudar en convites,0,0.951,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Amalia,2,Grupo A,Fortalecimiento comunitario
ambiental,No contamos con sectores identificados de reservas o areas protegidas aun cuando tenemos una gran vegetacion y zonas verdes,1,0.483,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Bodega,1,Grupo B,"Agua y territorio, Infraestructura comunitaria"
ambiental,Las cascadas presentes poseen deficit de corriente debido a los cambio climaticos ya que se han caido arboles que obstruyen el paso del agua y se ponen turbias,1,0.655,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Bodega,1,Grupo B,Agua y territorio
ambiental,Existe quema constante de residuos y mal reciclaje por la falta de acceso a puntos especificos de recoleccion y falta de coordinacion del carro recolector de basura,1,0.515,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Bodega,1,Grupo B,Infraestructura comunitaria
ambiental,Se presentan deslizamientos en epoca de lluvias,1,0.751,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Bodega,1,Grupo B,Agua y territorio
ambiental,Cuando ocurren desastres naturales se pide ayuda a la Alcaldia o Collective porque a la gente no le gusta trabajar en equipo,0,0.854,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Bodega,1,Grupo A,Fortalecimiento comunitario
ambiental,Cerca al sector tamboral hay una reserva,1,0.528,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Quinta,4,Grupo B,Agua y territorio
ambiental,Identificamos varios puntos con deslizamientos y uno de contaminacion ambiental,1,0.796,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Quinta,4,Grupo B,Agua y territorio
ambiental,Cuando se presentan desastres naturales eventualmente la comunidad se une para ayudar,0,0.967,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Quinta,4,Grupo A,Fortalecimiento comunitario
gobernanza,La participacion de la comunidad es baja,1,0.97,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Guayabales,3,Grupo B,Fortalecimiento comunitario
gobernanza,"No llegan cooperativas, el estado no hace presencia, solo bienestar familiar con el programa de cero a siempre en la escuela de la vereda la portada",5,0.848,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Guayabales,3,Grupo F,Fortalecimiento comunitario
gobernanza,Las alcaldias solo llegan en epoca de elecciones y en navidad,4,0.842,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Guayabales,3,Grupo E,Fortalecimiento comunitario
gobernanza,La participacion de la comunidad es baja,1,0.97,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Buenavista,1,Grupo B,
gobernanza,"La participacion de la comunidad en general es baja, generalmente participan en sancochadas",1,0.941,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Guadualejo,2,Grupo B,Fortalecimiento comunitario
gobernanza,La alcaldia solo hace presencia en fechas de elecciones y navidad,4,0.836,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Guadualejo,2,Grupo E,Fortalecimiento comunitario
gobernanza,No hay presencia de cooperativas,5,0.838,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Guadualejo,2,Grupo F,Fortalecimiento comunitario
gobernanza,Bienestar familiar hace presencia en la escuela con el programa de cero a siempre,2,0.907,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Guadualejo,2,Grupo C,"Fortalecimiento comunitario, Educación y competitividad"
gobernanza,El nivel de participacion de la comunidad es medio,1,0.877,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Alto San Francisco,2,Grupo B,Fortalecimiento comunitario
gobernanza,"Las actividades donde mas participan es cuando hay convites, misas, y fiestas",4,0.722,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Alto San Francisco,2,Grupo E,Fortalecimiento comunitario
gobernanza,En la vereda hacen presencia la fundacion sembradores de vida y la cooperativa de café,0,0.935,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Alto San Francisco,2,Grupo A,"Fortalecimiento comunitario, Desarrollo rural"
gobernanza,El alcalde hace presencia en la vereda con proyectos de placa huellas,3,0.548,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Alto San Francisco,2,Grupo D,Infraestructura comunitaria
gobernanza,Los integrantes de la gobernacion no van a la vereda,5,0.839,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Alto San Francisco,2,Grupo F,Fortalecimiento comunitario
gobernanza,"Contamos con JAC y con junta de acueducto, estan activas",3,0.808,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Bajo San Francisco,3,Grupo D,"Agua y territorio, Fortalecimiento comunitario"
gobernanza,Hace presencia la alcaldia,4,0.718,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Bajo San Francisco,3,Grupo E,Fortalecimiento comunitario
gobernanza,Hace presencia bienestar familiar con el programa de cero a siempre,2,0.937,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Bajo San Francisco,3,Grupo C,"Fortalecimiento comunitario, Educación y competitividad"
gobernanza,La participacion de la comunidad es en la fiestas y en epoca navideña,4,0.778,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Bajo San Francisco,3,Grupo E,Fortalecimiento comunitario
gobernanza,Tenemos JAC activa con buenos lideres,3,0.765,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Amalia,2,Grupo D,"Agua y territorio, Fortalecimiento comunitario"
gobernanza,"La participacion en la comunidad es baja, solo participan cuando hay reuniones de proyectos que los beneficien",1,0.906,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Amalia,2,Grupo B,Fortalecimiento comunitario
gobernanza,Bienestar familiar hace presencia con el programa cero a siempre,2,0.955,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Bodega,1,Grupo C,"Fortalecimiento comunitario, Educación y competitividad"
gobernanza,El nivel de participacion es bajo,1,0.909,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Bodega,1,Grupo B,Fortalecimiento comunitario
gobernanza,Las personas solo participan cuando se benefician,4,0.671,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Bodega,1,Grupo E,Fortalecimiento comunitario
gobernanza,La gobernacion de caldas nos acompaña en el sector ambiental,3,0.689,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Bodega,1,Grupo D,"Agua y territorio, Desarrollo rural"
gobernanza,La Alcaldia apenas se esta haciendo presencia,4,0.58,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Bodega,1,Grupo E,Infraestructura comunitaria
gobernanza,Se tiene JAC,3,0.664,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Quinta,4,Grupo D,Fortalecimiento comunitario
gobernanza,Se tiene junta administradora de acueducto rural JAAR,3,0.705,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Quinta,4,Grupo D,Agua y territorio
gobernanza,Bienestar familiar hace presencia con programa familiar,2,0.902,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Quinta,4,Grupo C,Fortalecimiento comunitario
gobernanza,La gobernacion de caldas con el mejoramiento de vías,3,0.693,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Quinta,4,Grupo D,Infraestructura comunitaria
gobernanza,Comité de cafeteros con asesoramiento de cultivos de café y placa huellas,0,0.945,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Quinta,4,Grupo A,Desarrollo rural
gobernanza,SENA con capacitacion para adultos y jovenes,3,0.559,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Quinta,4,Grupo D,Educación y competitividad
gobernanza,"La participacion de la comunidad para reuniones es baja, solo participan en festivales y misas",1,0.838,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Quinta,4,Grupo B,Fortalecimiento comunitario
alianzas,Collective con fortalecimiento de juntas de accion comunal y  fortalecimiento a juntas de acueducto,1,0.872,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Guayabales,3,Grupo B,"Agua y territorio, Fortalecimiento comunitario"
alianzas,La universidad de manizales y la gobernacion de caldas realizaron placa huellas,0,0.719,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Guayabales,3,Grupo A,Infraestructura comunitaria
alianzas,"Con el SENA se realizaron tecnico en placa huellas, procesamiento de frutas y hortalizas",0,0.654,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Guayabales,3,Grupo A,Desarrollo rural
alianzas,Comité de cafeteros y Collective hicieron pozos septicos,0,0.823,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Guayabales,3,Grupo A,"Agua y territorio, Fortalecimiento comunitario"
alianzas,Con Collective proyecto voceras del agua,1,0.765,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Buenavista,1,Grupo B,Agua y territorio
alianzas,El SENA con  curso de manipulacion y transformacion de alimentos,0,0.668,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Buenavista,1,Grupo A,Desarrollo rural
alianzas,Con el comité de cafeteros adecuacion de redes de acueducto y tanque de sedimentacion,0,0.737,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Buenavista,1,Grupo A,Agua y territorio
alianzas,"Se tiene alianza con Collective con fortalecimiento JAC, Aris Mining  y el SENA",1,0.686,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Guadualejo,2,Grupo B,"Agua y territorio, Fortalecimiento comunitario, Desarrollo rural"
alianzas,La gobernacion hizo presencia con huertas caseras y placa huellas,0,0.57,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Marmato,Guadualejo,2,Grupo A,"Desarrollo rural, Infraestructura comunitaria"
alianzas,Collective con el proyecto sembradores de vida,1,0.795,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Alto San Francisco,2,Grupo B,Desarrollo rural
alianzas,Comité de cafeteros con placas huellas,0,0.852,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Alto San Francisco,2,Grupo A,Infraestructura comunitaria
alianzas,Insuco,0,0.501,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Alto San Francisco,2,Grupo A,No determinado
alianzas,Collective,1,0.802,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Bajo San Francisco,3,Grupo B,No determinado
alianzas,Comité de cafeteros,0,0.819,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Bajo San Francisco,3,Grupo A,No determinado
alianzas,Gobernacion de caldas,0,0.788,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,Bajo San Francisco,3,Grupo A,No determinado
alianzas,Con el SENA en proyectos productivos,1,0.74,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Amalia,2,Grupo B,Desarrollo rural
alianzas,Gobernacion de caldas con asistencia para proyectos y placa huella,0,0.726,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Amalia,2,Grupo A,"Desarrollo rural, Infraestructura comunitaria"
alianzas,Collective con apoyo en proyectos productivos,1,0.911,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Amalia,2,Grupo B,"Desarrollo rural, Fortalecimiento comunitario"
alianzas,Alcaldia con placa huella,0,0.662,"['Agua y territorio', 'Desarrollo rural', 'Educación y competitividad', 'Infraestructura comunitaria', 'Fortalecimiento comunitario']",2026,1,Supia,La Amalia,2,Grupo A,Infraestructura comunitaria
